,pattern,alpha,train_rmse,test_rmse
9765,PATT0003256,0.001,0.6269784878428774,0.6259559542985615
9766,PATT0003256,0.01,0.6339999039983848,0.630608303677616
9767,PATT0003256,0.1,0.699928011271796,0.6946927353978396
9768,PATT0003257,0.001,0.6275893059295721,0.6262778947363727
9769,PATT0003257,0.01,0.634329801995395,0.6306897794497924
9770,PATT0003257,0.1,0.699928011271796,0.6946927353978396
9771,PATT0003258,0.001,0.6117915811514131,0.6107690440447341
9772,PATT0003258,0.01,0.6183145889650874,0.6144937475080889
9773,PATT0003258,0.1,0.675764256582289,0.6704059560799667
9774,PATT0003259,0.001,0.625443366821892,0.6237065204666891
9775,PATT0003259,0.01,0.6322256069667846,0.62811338894937
9776,PATT0003259,0.1,0.6995608786336601,0.6942778388480543
9777,PATT0003260,0.001,0.6165863808445228,0.6156507267321557
9778,PATT0003260,0.01,0.623583111511099,0.6197553658333467
9779,PATT0003260,0.1,0.6937002190749938,0.6880750337973348
9780,PATT0003261,0.001,0.6226635176327845,0.6215213548169743
9781,PATT0003261,0.01,0.6296748169735105,0.6259484966358599
9782,PATT0003261,0.1,0.6985275741698275,0.6933436150788246
9783,PATT0003262,0.001,0.6625083854581139,0.6635438351963467
9784,PATT0003262,0.01,0.66962918288114,0.668500931368438
9785,PATT0003262,0.1,0.7669163606149856,0.7610748861617079
9786,PATT0003263,0.001,0.6463878154567373,0.6486707677606913
9787,PATT0003263,0.01,0.6530678257338884,0.652670288689953
9788,PATT0003263,0.1,0.7418554090966403,0.7368149494153092
9789,PATT0003264,0.001,0.6606585314613038,0.662192671992623
9790,PATT0003264,0.01,0.6678389600147558,0.6672534040901879
9791,PATT0003264,0.1,0.7666010149821222,0.7607412158148382
9792,PATT0003265,0.001,0.652541645841295,0.6548653095889073
9793,PATT0003265,0.01,0.6599040844739402,0.6598138646784998
9794,PATT0003265,0.1,0.7626120861067729,0.7565806832604466
9795,PATT0003266,0.001,0.6546041315892797,0.6565957554897691
9796,PATT0003266,0.01,0.6619582618198446,0.6614490338393246
9797,PATT0003266,0.1,0.7610261572976341,0.7554962766747109
9798,PATT0003267,0.001,0.646888303558436,0.6478120224820652
9799,PATT0003267,0.01,0.653368919759935,0.6516990612467131
9800,PATT0003267,0.1,0.7418554090966403,0.7368149494153092
9801,PATT0003268,0.001,0.6616638406727506,0.6621717570286543
9802,PATT0003268,0.01,0.6686188342775126,0.667106870396909
9803,PATT0003268,0.1,0.7666010149821222,0.7607412158148382
9804,PATT0003269,0.001,0.6532784496401305,0.6543018801655414
9805,PATT0003269,0.01,0.6604801523148405,0.6590620907880831
9806,PATT0003269,0.1,0.7626120861067729,0.7565806832604466
9807,PATT0003270,0.001,0.6557014981934949,0.6570404369005106
9808,PATT0003270,0.01,0.662784499762174,0.6617072867995827
9809,PATT0003270,0.1,0.7610261572976341,0.7554962766747109
9810,PATT0003271,0.001,0.6462423113732906,0.6478860307534112
9811,PATT0003271,0.01,0.6528075663366616,0.6518452383389309
9812,PATT0003271,0.1,0.7418554090966403,0.7368149494153092
9813,PATT0003272,0.001,0.6432556758514303,0.6453630875781701
9814,PATT0003272,0.01,0.6501803243559386,0.6494429638132894
9815,PATT0003272,0.1,0.7418554090966403,0.7368149494153092
9816,PATT0003273,0.001,0.6390062246495354,0.6416149439059937
9817,PATT0003273,0.01,0.6457050740044503,0.6451368806803551
9818,PATT0003273,0.1,0.7347706938530454,0.7301303090500596
9819,PATT0003274,0.001,0.652541062718762,0.6542159155742017
9820,PATT0003274,0.01,0.6598371813939282,0.6591238943276079
9821,PATT0003274,0.1,0.7626120861067729,0.7565806832604466
9822,PATT0003275,0.001,0.6535546596415402,0.6551429152182758
9823,PATT0003275,0.01,0.6607247919423416,0.6598734962350816
9824,PATT0003275,0.1,0.760726164414155,0.7551806008668653
9825,PATT0003276,0.001,0.645614040666928,0.6483251432997812
9826,PATT0003276,0.01,0.6529034604851565,0.6527316077611285
9827,PATT0003276,0.1,0.7557383625025592,0.7499827346700425
9828,PATT0003277,0.001,0.6358551491866709,0.6357190085381295
9829,PATT0003277,0.01,0.6428659310778156,0.6405180603967989
9830,PATT0003277,0.1,0.711899051516715,0.7074348611851308
9831,PATT0003278,0.001,0.616057694782649,0.6158736704258299
9832,PATT0003278,0.01,0.6228271636119139,0.6198985053022371
9833,PATT0003278,0.1,0.6819180173538752,0.6770724750218936
9834,PATT0003279,0.001,0.6331552562634315,0.6325798174518562
9835,PATT0003279,0.01,0.6402371613058674,0.6373849321744497
9836,PATT0003279,0.1,0.7111535733513641,0.706599235572764
9837,PATT0003280,0.001,0.6204433425680148,0.6204302107825077
9838,PATT0003280,0.01,0.6276425237089917,0.6247845735819126
9839,PATT0003280,0.1,0.7015559293503135,0.696639875200393
9840,PATT0003281,0.001,0.6300555911264444,0.6302040815889551
9841,PATT0003281,0.01,0.6373613260387391,0.6350012328200374
9842,PATT0003281,0.1,0.7097677222463974,0.705367302896135
9843,PATT0003282,0.001,0.6165027252421924,0.6158936650671089
9844,PATT0003282,0.01,0.6230380082055305,0.6196894800933711
9845,PATT0003282,0.1,0.6819180173538752,0.6770724750218936
9846,PATT0003283,0.001,0.6339734897840877,0.6332915017784386
9847,PATT0003283,0.01,0.6407706036411145,0.6377592326426137
9848,PATT0003283,0.1,0.7111535733513641,0.706599235572764
9849,PATT0003284,0.001,0.6209472581161583,0.6206485047641874
9850,PATT0003284,0.01,0.6278862138005928,0.6247325569292171
9851,PATT0003284,0.1,0.7015559293503135,0.696639875200393
9852,PATT0003285,0.001,0.6307777793640552,0.6310314499429641
9853,PATT0003285,0.01,0.6378146037339637,0.635409414672744
9854,PATT0003285,0.1,0.7097677222463974,0.705367302896135
9855,PATT0003286,0.001,0.6154576349415121,0.6147408255985787
9856,PATT0003286,0.01,0.6220511520738908,0.6185593801894844
9857,PATT0003286,0.1,0.6819180173538752,0.6770724750218936
9858,PATT0003287,0.001,0.610209813331659,0.6099627086672113
9859,PATT0003287,0.01,0.6171682093503302,0.6138847769040672
9860,PATT0003287,0.1,0.6810769902052576,0.676245900426693
9861,PATT0003288,0.001,0.6107825941824554,0.6110079679893617
9862,PATT0003288,0.01,0.6175494183417832,0.6146760418193545
9863,PATT0003288,0.1,0.6795866856038685,0.6748424012508223
9864,PATT0003289,0.001,0.6198708946341285,0.6194861308223105
9865,PATT0003289,0.01,0.6269003461425581,0.6236492059853138
9866,PATT0003289,0.1,0.7014800587780458,0.6965536427286801
9867,PATT0003290,0.001,0.6281079576014869,0.6277778649993984
9868,PATT0003290,0.01,0.6351852785752755,0.6322118881291691
9869,PATT0003290,0.1,0.7090349127639608,0.7045471129725198
9870,PATT0003291,0.001,0.6158247281089216,0.6160588056753888
9871,PATT0003291,0.01,0.6230378035257391,0.6201540084222549
9872,PATT0003291,0.1,0.6988904156219713,0.6940125546037723
9873,PATT0003292,0.001,0.6510373326759968,0.6531582243809309
9874,PATT0003292,0.01,0.6577953503764763,0.657134474355983
9875,PATT0003292,0.1,0.7483483829014541,0.7435791367287355
9876,PATT0003293,0.001,0.6687637219159249,0.670694532032249
9877,PATT0003293,0.01,0.6759941085407194,0.6758281824529714
9878,PATT0003293,0.1,0.7779008216022514,0.7725678006305117
9879,PATT0003294,0.001,0.6565432988775016,0.6587367619511213
9880,PATT0003294,0.01,0.6638553055687665,0.6636910598647313
9881,PATT0003294,0.1,0.7705665570142918,0.7650312777105687
9882,PATT0003295,0.001,0.6622644545155091,0.6652349455422165
9883,PATT0003295,0.01,0.6696623519449597,0.6700649952304621
9884,PATT0003295,0.1,0.7719313957831259,0.7669494160681464
9885,PATT0003296,0.001,0.6504127752198323,0.6532548614181667
9886,PATT0003296,0.01,0.6572096706522511,0.6573349879486521
9887,PATT0003296,0.1,0.7483483829014541,0.7435791367287355
9888,PATT0003297,0.001,0.6453564758392635,0.6484821422382844
9889,PATT0003297,0.01,0.6524211591115284,0.6526653989066715
9890,PATT0003297,0.1,0.7479947109386126,0.7432126744968828
9891,PATT0003298,0.001,0.6423819234092936,0.6463346563755866
9892,PATT0003298,0.01,0.6493774996039856,0.6499394525003255
9893,PATT0003298,0.1,0.7405504833543538,0.736244139679963
9894,PATT0003299,0.001,0.6557959979583001,0.6587207678065669
9895,PATT0003299,0.01,0.6631887005534368,0.6638041736321428
9896,PATT0003299,0.1,0.7704574881724386,0.7649159651541569
9897,PATT0003300,0.001,0.6597465623750038,0.6629347135276062
9898,PATT0003300,0.01,0.6672170651349091,0.6678669582676982
9899,PATT0003300,0.1,0.7712621258128296,0.7662497133252811
9900,PATT0003301,0.001,0.6483337590251288,0.6523495631500124
9901,PATT0003301,0.01,0.6557850410685638,0.6569483809227663
9902,PATT0003301,0.1,0.7629617508636474,0.7577088149567416
9903,PATT0003302,0.001,0.6510241272228452,0.652690000345366
9904,PATT0003302,0.01,0.6576032797914368,0.6566164813424072
9905,PATT0003302,0.1,0.7483483829014541,0.7435791367287355
9906,PATT0003303,0.001,0.6458078624576862,0.647517676950751
9907,PATT0003303,0.01,0.6527223701835849,0.6516031078996495
9908,PATT0003303,0.1,0.7479947109386126,0.7432126744968828
9909,PATT0003304,0.001,0.6432710367627347,0.6464261739667613
9910,PATT0003304,0.01,0.6500148408285902,0.6498510504654708
9911,PATT0003304,0.1,0.7405504833543538,0.736244139679963
9912,PATT0003305,0.001,0.6565872662475947,0.6583645281559058
9913,PATT0003305,0.01,0.6638045756692862,0.6632412259923282
9914,PATT0003305,0.1,0.7704574881724386,0.7649159651541569
9915,PATT0003306,0.001,0.6609368658508842,0.6637201532801522
9916,PATT0003306,0.01,0.6681478641705189,0.6684860169551096
9917,PATT0003306,0.1,0.7712621258128296,0.7662497133252811
9918,PATT0003307,0.001,0.649355411735754,0.6526145176661681
9919,PATT0003307,0.01,0.6566030421904535,0.6569927745695417
9920,PATT0003307,0.1,0.7629617508636474,0.7577088149567416
9921,PATT0003308,0.001,0.6455411449269111,0.648219820834893
9922,PATT0003308,0.01,0.6525374560674138,0.6523423398529535
9923,PATT0003308,0.1,0.7479947109386126,0.7432126744968828
9924,PATT0003309,0.001,0.64211153941425,0.6457321889589995
9925,PATT0003309,0.01,0.6489340943959354,0.6492272210419179
9926,PATT0003309,0.1,0.7405504833543538,0.736244139679963
9927,PATT0003310,0.001,0.637721298280844,0.6416275983237101
9928,PATT0003310,0.01,0.6448706995707622,0.6452956486616876
9929,PATT0003310,0.1,0.7402599439509641,0.735940998713589
9930,PATT0003311,0.001,0.6481314642766209,0.6517503516124469
9931,PATT0003311,0.01,0.655446584445985,0.6562141735985243
9932,PATT0003311,0.1,0.7629010505735756,0.7576450138653417
9933,PATT0003312,0.001,0.6314430756365034,0.6301142922199918
9934,PATT0003312,0.01,0.6381836118210935,0.634267178381842
9935,PATT0003312,0.1,0.7016151859493309,0.696257664370175
9936,PATT0003313,0.001,0.6118395108211114,0.6109735737536383
9937,PATT0003313,0.01,0.618452386451525,0.6145262358235454
9938,PATT0003313,0.1,0.6757643154010166,0.6704060128313403
9939,PATT0003314,0.001,0.627582672959393,0.6258237335707565
9940,PATT0003314,0.01,0.6344539424474173,0.6301092002460916
9941,PATT0003314,0.1,0.7005915043399662,0.6951579611691819
9942,PATT0003315,0.001,0.6168886950731759,0.6159569007750659
9943,PATT0003315,0.01,0.6239305630424269,0.61980908727469
9944,PATT0003315,0.1,0.693700083720162,0.6880748805502509
9945,PATT0003316,0.001,0.6262138318168871,0.6248522670131021
9946,PATT0003316,0.01,0.633262561879266,0.6291970391405685
9947,PATT0003316,0.1,0.7002375597119768,0.6949306857625576
9948,PATT0003317,0.001,0.6122014678930807,0.6107286396387162
9949,PATT0003317,0.01,0.6185944415817854,0.6142035040639882
9950,PATT0003317,0.1,0.6757643154010166,0.6704060128313403
9951,PATT0003318,0.001,0.6284045744414997,0.6262219108075449
9952,PATT0003318,0.01,0.6350458761418296,0.6303815580699136
9953,PATT0003318,0.1,0.7005915043399662,0.6951579611691819
9954,PATT0003319,0.001,0.6173509787148725,0.6159484972036127
9955,PATT0003319,0.01,0.6241630428624909,0.6196415287699781
9956,PATT0003319,0.1,0.693700083720162,0.6880748805502509
9957,PATT0003320,0.001,0.626919360078432,0.6253654867982726
9958,PATT0003320,0.01,0.6337261575444773,0.6294437711280636
9959,PATT0003320,0.1,0.7002375597119768,0.6949306857625576
9960,PATT0003321,0.001,0.6109778858603009,0.609442141845734
9961,PATT0003321,0.01,0.6174523908388325,0.6128962248174056
9962,PATT0003321,0.1,0.6757643154010166,0.6704060128313403
9963,PATT0003322,0.001,0.6075690989527682,0.6066474910196465
9964,PATT0003322,0.01,0.6144302617119343,0.61028346679163
9965,PATT0003322,0.1,0.6757643154010166,0.6704060128313403
9966,PATT0003323,0.001,0.6069772306148663,0.606268546095504
9967,PATT0003323,0.01,0.6136281276679387,0.6096764759954687
9968,PATT0003323,0.1,0.6738323911289995,0.668570904675165
9969,PATT0003324,0.001,0.6160397942704832,0.6145354157028435
9970,PATT0003324,0.01,0.6229223960643706,0.6182426677707362
9971,PATT0003324,0.1,0.69370006979906,0.6880748647785956
9972,PATT0003325,0.001,0.6231156207123302,0.6211402340542876
9973,PATT0003325,0.01,0.6300241430623507,0.6253481003637175
9974,PATT0003325,0.1,0.6992158186427706,0.6938343127621942
9975,PATT0003326,0.001,0.6126066239204727,0.6116794156259668
9976,PATT0003326,0.01,0.6197222112715335,0.6155266841525869
9977,PATT0003326,0.1,0.691748284679867,0.6861678303183741
9978,PATT0003327,0.001,0.6463476684011267,0.6478426048189426
9979,PATT0003327,0.01,0.6530012697766471,0.651568954980484
9980,PATT0003327,0.1,0.7418554038625602,0.7368149502277039
9981,PATT0003328,0.001,0.6636873727550192,0.6649201300762232
9982,PATT0003328,0.01,0.6707773032461919,0.669605985829056
9983,PATT0003328,0.1,0.7677841628570813,0.7617959709755322
9984,PATT0003329,0.001,0.6530240961725194,0.6545818284684435
9985,PATT0003329,0.01,0.6602421174531315,0.6590956770293447
9986,PATT0003329,0.1,0.7626121486287686,0.7565807457470316
9987,PATT0003330,0.001,0.6589979435058685,0.6606774920441298
9988,PATT0003330,0.01,0.6662945120243843,0.6651920332569207
9989,PATT0003330,0.1,0.7627842226846772,0.7571164937641301
9990,PATT0003331,0.001,0.6455880698990623,0.6477622238150538
9991,PATT0003331,0.01,0.6522139589104758,0.6515135623241822
9992,PATT0003331,0.1,0.7418554038625602,0.7368149502277039
9993,PATT0003332,0.001,0.642347407197647,0.6449536093286459
9994,PATT0003332,0.01,0.649257780585774,0.6488310686276251
9995,PATT0003332,0.1,0.7418554038625602,0.7368149502277039
9996,PATT0003333,0.001,0.6383857541804187,0.6414683338992078
9997,PATT0003333,0.01,0.6452726591627773,0.6449180321770932
9998,PATT0003333,0.1,0.7347706923119316,0.730130307522637
9999,PATT0003334,0.001,0.6520183616490779,0.6542437742745563
10000,PATT0003334,0.01,0.6593063343955359,0.6589253558845868
10001,PATT0003334,0.1,0.7626121382520604,0.7565807353908127
10002,PATT0003335,0.001,0.65530646861018,0.6573726324207266
10003,PATT0003335,0.01,0.6626616264910751,0.6619974141310829
10004,PATT0003335,0.1,0.7618635264491347,0.7561844814294587
10005,PATT0003336,0.001,0.6452870666519339,0.6484618148046833
10006,PATT0003336,0.01,0.6527154305376138,0.6527930475828223
10007,PATT0003336,0.1,0.7557384414711845,0.7499828157924614
10008,PATT0003337,0.001,0.6460731221770205,0.6469247444026909
10009,PATT0003337,0.01,0.6525134088613097,0.6505687709005552
10010,PATT0003337,0.1,0.7418554038625602,0.7368149502277039
10011,PATT0003338,0.001,0.642757939957416,0.6438491535831369
10012,PATT0003338,0.01,0.6495238467503288,0.6476635172447041
10013,PATT0003338,0.1,0.7418554038625602,0.7368149502277039
10014,PATT0003339,0.001,0.6392019635939717,0.6413077213392792
10015,PATT0003339,0.01,0.6458352166624058,0.6446077225872041
10016,PATT0003339,0.1,0.7347706923119316,0.730130307522637
10017,PATT0003340,0.001,0.6527446727230019,0.653643229167734
10018,PATT0003340,0.01,0.6598618999399247,0.6581229645134209
10019,PATT0003340,0.1,0.7626121382520604,0.7565807353908127
10020,PATT0003341,0.001,0.656464101765508,0.6578398879065513
10021,PATT0003341,0.01,0.6635222153974273,0.662235426703241
10022,PATT0003341,0.1,0.7618635264491347,0.7561844814294587
10023,PATT0003342,0.001,0.646251303861295,0.6484588389283342
10024,PATT0003342,0.01,0.6534768426706505,0.6525755783580939
10025,PATT0003342,0.1,0.7557384414711845,0.7499828157924614
10026,PATT0003343,0.001,0.6423794977288279,0.6443722941689687
10027,PATT0003343,0.01,0.6491858667293531,0.648173595961031
10028,PATT0003343,0.1,0.7418554038625602,0.7368149502277039
10029,PATT0003344,0.001,0.6378602605006104,0.640473650700626
10030,PATT0003344,0.01,0.6445778331481581,0.6437992347856127
10031,PATT0003344,0.1,0.7347706923119316,0.730130307522637
10032,PATT0003345,0.001,0.6351675666887097,0.6382822637324833
10033,PATT0003345,0.01,0.642178131476205,0.6417545214921009
10034,PATT0003345,0.1,0.7347706923119316,0.730130307522637
10035,PATT0003346,0.001,0.6447810626412999,0.6473393031055409
10036,PATT0003346,0.01,0.6520612396917704,0.65154900752512
10037,PATT0003346,0.1,0.7557384272625044,0.7499828011857493
10038,PATT0003347,0.001,0.6166753083877274,0.6160774809652546
10039,PATT0003347,0.01,0.6233556664142762,0.6197773545209114
10040,PATT0003347,0.1,0.68191809422716,0.6770725528679723
10041,PATT0003348,0.001,0.6373862658678063,0.6364924780931731
10042,PATT0003348,0.01,0.6442755161661539,0.6409172730998013
10043,PATT0003348,0.1,0.7135239367618256,0.7086505702875407
10044,PATT0003349,0.001,0.6214452536086377,0.6210178770522882
10045,PATT0003349,0.01,0.6284794622717276,0.6249613274378348
10046,PATT0003349,0.1,0.7017358719724239,0.6967890445468907
10047,PATT0003350,0.001,0.6363446350495655,0.63622847272176
10048,PATT0003350,0.01,0.6434054282534638,0.6405105007402506
10049,PATT0003350,0.1,0.7139436342402881,0.7092994542166305
10050,PATT0003351,0.001,0.6153586720905106,0.6146328889532637
10051,PATT0003351,0.01,0.6221322726236019,0.618429122413575
10052,PATT0003351,0.1,0.68191809422716,0.6770725528679723
10053,PATT0003352,0.001,0.609912635942921,0.609650284888244
10054,PATT0003352,0.01,0.6169860311044472,0.6134955342965601
10055,PATT0003352,0.1,0.6810770774992115,0.6762459883384361
10056,PATT0003353,0.001,0.6108048057109859,0.6110691977579076
10057,PATT0003353,0.01,0.6177272503125781,0.614653436709993
10058,PATT0003353,0.1,0.6795867537178111,0.6748424715346342
10059,PATT0003354,0.001,0.6199897039113758,0.6194799426759436
10060,PATT0003354,0.01,0.6270966853155706,0.6234788005473978
10061,PATT0003354,0.1,0.7015821329417351,0.6966223732722188
10062,PATT0003355,0.001,0.6311954394086817,0.6305793342946924
10063,PATT0003355,0.01,0.6383348288813512,0.6349985121016073
10064,PATT0003355,0.1,0.7113115648125029,0.7065053368006838
10065,PATT0003356,0.001,0.6162063109269414,0.6163351282072088
10066,PATT0003356,0.01,0.6235501813894906,0.6204084181437408
10067,PATT0003356,0.1,0.6990357266980072,0.6941316809317508
10068,PATT0003357,0.001,0.6158770092597763,0.6147102735504699
10069,PATT0003357,0.01,0.6223800366412202,0.6182642248435659
10070,PATT0003357,0.1,0.68191809422716,0.6770725528679723
10071,PATT0003358,0.001,0.6102455045305476,0.6094706996710602
10072,PATT0003358,0.01,0.6171024300644592,0.6131656238104655
10073,PATT0003358,0.1,0.6810770774992115,0.6762459883384361
10074,PATT0003359,0.001,0.6113791810519665,0.6114186603714846
10075,PATT0003359,0.01,0.6180693084203575,0.6147909615330212
10076,PATT0003359,0.1,0.6795867537178111,0.6748424715346342
10077,PATT0003360,0.001,0.6205510131018502,0.6197070790586254
10078,PATT0003360,0.01,0.62741428278087,0.623454069529318
10079,PATT0003360,0.1,0.7015821329417351,0.6966223732722188
10080,PATT0003361,0.001,0.6320951064288923,0.6314710503160591
10081,PATT0003361,0.01,0.6390044494667031,0.6355863364082229
10082,PATT0003361,0.1,0.7113115648125029,0.7065053368006838
10083,PATT0003362,0.001,0.616814680778502,0.6168138919150942
10084,PATT0003362,0.01,0.6239340068844907,0.6206673584004819
10085,PATT0003362,0.1,0.6990357266980072,0.6941316809317508
10086,PATT0003363,0.001,0.6094950402708117,0.6089065948417844
10087,PATT0003363,0.01,0.6164549189717436,0.612617248445551
10088,PATT0003363,0.1,0.6810770774992115,0.6762459883384361
10089,PATT0003364,0.001,0.6098708605743232,0.6096755695900259
10090,PATT0003364,0.01,0.6166432507658625,0.6130518201123984
10091,PATT0003364,0.1,0.6795867537178111,0.6748424715346342
10092,PATT0003365,0.001,0.6050638033950436,0.605242825961679
10093,PATT0003365,0.01,0.6121706652540658,0.6087849344582325
10094,PATT0003365,0.1,0.6787919939533573,0.6740593144640237
10095,PATT0003366,0.001,0.6151867270128242,0.614906538454553
10096,PATT0003366,0.01,0.6223786952697838,0.6188058314647009
10097,PATT0003366,0.1,0.6989142379680389,0.6940001590296897
10098,PATT0003367,0.001,0.6504340251936966,0.6525166940277511
10099,PATT0003367,0.01,0.6571861979246962,0.6563252537066323
10100,PATT0003367,0.1,0.7483483833115852,0.7435791488898761
10101,PATT0003368,0.001,0.6448614454012278,0.6469052200181798
10102,PATT0003368,0.01,0.651817675685098,0.6508660814725973
10103,PATT0003368,0.1,0.747994713007216,0.7432126896799154
10104,PATT0003369,0.001,0.6427869164688598,0.646298204210165
10105,PATT0003369,0.01,0.6497834280199976,0.6496928745458571
10106,PATT0003369,0.1,0.7405505173921527,0.7362441191370301
10107,PATT0003370,0.001,0.6562044412646119,0.6584204038615238
10108,PATT0003370,0.01,0.6634749760873606,0.663116870121858
10109,PATT0003370,0.1,0.7708181101221591,0.7652106443247806
10110,PATT0003371,0.001,0.6639218458658173,0.6671543602985962
10111,PATT0003371,0.01,0.6712580239685121,0.6717026777671168
10112,PATT0003371,0.1,0.7742534752252334,0.7689823373348447
10113,PATT0003372,0.001,0.6492421453658576,0.6528734154753183
10114,PATT0003372,0.01,0.6566535412720497,0.6571927918657272
10115,PATT0003372,0.1,0.7633385477072546,0.7580352288453128
10116,PATT0003373,0.001,0.6446178512539817,0.6475912806250104
10117,PATT0003373,0.01,0.6516252484715348,0.6515826417857504
10118,PATT0003373,0.1,0.747994713007216,0.7432126896799154
10119,PATT0003374,0.001,0.6414532324051876,0.645400422869761
10120,PATT0003374,0.01,0.6484569533729259,0.648838380622639
10121,PATT0003374,0.1,0.7405505173921527,0.7362441191370301
10122,PATT0003375,0.001,0.6368065795052158,0.6410098319173807
10123,PATT0003375,0.01,0.6440626500832759,0.6446608283054682
10124,PATT0003375,0.1,0.7402599731608756,0.735940969354274
10125,PATT0003376,0.001,0.647696338773268,0.6516705240525076
10126,PATT0003376,0.01,0.6551582056124433,0.6561052899740725
10127,PATT0003376,0.1,0.7631472739691445,0.7578414378507645
10128,PATT0003377,0.001,0.6450242022224794,0.6466359136145062
10129,PATT0003377,0.01,0.6518601318590014,0.650503655603713
10130,PATT0003377,0.1,0.747994713007216,0.7432126896799154
10131,PATT0003378,0.001,0.6423320944726648,0.6455230220787779
10132,PATT0003378,0.01,0.6490860263095564,0.6487720812062668
10133,PATT0003378,0.1,0.7405505173921527,0.7362441191370301
10134,PATT0003379,0.001,0.6376249132491734,0.6408250136040485
10135,PATT0003379,0.01,0.6446454103880166,0.6442776816635379
10136,PATT0003379,0.1,0.7402599731608756,0.735940969354274
10137,PATT0003380,0.001,0.6487083003435641,0.6519299186608044
10138,PATT0003380,0.01,0.6559503762133085,0.6561134473173413
10139,PATT0003380,0.1,0.7631472739691445,0.7578414378507645
10140,PATT0003381,0.001,0.636693985725069,0.6405538468322165
10141,PATT0003381,0.01,0.6438372273788101,0.644070222851133
10142,PATT0003381,0.1,0.7402599731608756,0.735940969354274
10143,PATT0003382,0.001,0.6295306271483483,0.6262023503949774
10144,PATT0003382,0.01,0.6339370437288997,0.6292820234585554
10145,PATT0003382,0.1,0.6918092827587097,0.686711034040279
10146,PATT0003383,0.001,0.6301342614237151,0.6272187438557163
10147,PATT0003383,0.01,0.6343167644611042,0.6296480800955255
10148,PATT0003383,0.1,0.6918092827587097,0.686711034040279
10149,PATT0003384,0.001,0.6076432743513522,0.6042701709795824
10150,PATT0003384,0.01,0.6119732825242677,0.6067616029082588
10151,PATT0003384,0.1,0.6662876525145432,0.6608906222336759
10152,PATT0003385,0.001,0.6253433664381047,0.6212019363954148
10153,PATT0003385,0.01,0.629685306195952,0.6239816167235109
10154,PATT0003385,0.1,0.6915915609182204,0.6864623636546441
10155,PATT0003386,0.001,0.6116951969892565,0.607488404010594
10156,PATT0003386,0.01,0.6165668222749763,0.610548748845911
10157,PATT0003386,0.1,0.684350080122624,0.6786957807903802
10158,PATT0003387,0.001,0.6261330885224311,0.6223384930329747
10159,PATT0003387,0.01,0.6305205500139137,0.6251808558663318
10160,PATT0003387,0.1,0.6918092827587097,0.686711034040279
10161,PATT0003388,0.001,0.661975588937232,0.6576402032729606
10162,PATT0003388,0.01,0.6669032466490555,0.6611874107957642
10163,PATT0003388,0.1,0.7449712683350534,0.7384265773847993
10164,PATT0003389,0.001,0.6384838925960745,0.6352214359269281
10165,PATT0003389,0.01,0.6434774745717937,0.6384098019440464
10166,PATT0003389,0.1,0.718582860573678,0.7126612471657431
10167,PATT0003390,0.001,0.6574226555957473,0.6529248974307624
10168,PATT0003390,0.01,0.6625475284394866,0.6566313719456369
10169,PATT0003390,0.1,0.7449691018301385,0.7384242725630695
10170,PATT0003391,0.001,0.6445063794334726,0.6404358295306829
10171,PATT0003391,0.01,0.6500314702486728,0.6442384898444076
10172,PATT0003391,0.1,0.7376446276630378,0.7307133595400421
10173,PATT0003392,0.001,0.6553217618894697,0.6506708888693207
10174,PATT0003392,0.01,0.6603994484043603,0.6541927981435615
10175,PATT0003392,0.1,0.7430463172610191,0.7367180504612315
10176,PATT0003393,0.001,0.6391704516245433,0.6355336471953338
10177,PATT0003393,0.01,0.6439741455011319,0.6384033613750798
10178,PATT0003393,0.1,0.718582860573678,0.7126612471657431
10179,PATT0003394,0.001,0.6585312116803382,0.6540962757375901
10180,PATT0003394,0.01,0.6634083953432622,0.6574645153424367
10181,PATT0003394,0.1,0.7449691018301385,0.7384242725630695
10182,PATT0003395,0.001,0.6455182435590058,0.6411482823991607
10183,PATT0003395,0.01,0.6508721513097031,0.6446661152269649
10184,PATT0003395,0.1,0.7376446276630378,0.7307133595400421
10185,PATT0003396,0.001,0.6562607207886085,0.6518254765967795
10186,PATT0003396,0.01,0.6610891958192083,0.654938240463369
10187,PATT0003396,0.1,0.7430463172610191,0.7367180504612315
10188,PATT0003397,0.001,0.6372247576784043,0.633688257721279
10189,PATT0003397,0.01,0.6421747737725144,0.6367438629479446
10190,PATT0003397,0.1,0.718582860573678,0.7126612471657431
10191,PATT0003398,0.001,0.6317707932417759,0.628611780245474
10192,PATT0003398,0.01,0.6371231893585362,0.631686738310919
10193,PATT0003398,0.1,0.718582860573678,0.7126612471657431
10194,PATT0003399,0.001,0.6329336432351351,0.6298336183094332
10195,PATT0003399,0.01,0.6379370525580716,0.6326188633603474
10196,PATT0003399,0.1,0.7158659182555326,0.710253438509907
10197,PATT0003400,0.001,0.6435695519196409,0.6392782597460624
10198,PATT0003400,0.01,0.6490126071242092,0.6428490209169822
10199,PATT0003400,0.1,0.7376446276630378,0.7307133595400421
10200,PATT0003401,0.001,0.6521196151103362,0.6475366025362087
10201,PATT0003401,0.01,0.6571387813378136,0.6508407868502648
10202,PATT0003401,0.1,0.7430364409166637,0.7367076017222229
10203,PATT0003402,0.001,0.6391392120459757,0.6353712576992361
10204,PATT0003402,0.01,0.644522377990576,0.6386008786710426
