,pattern,alpha,train_rmse,test_rmse
3475,PATT0001159,0.01,0.7149926953071851,0.7120727445922842
3476,PATT0001159,0.1,0.7728463130484031,0.7667288797594877
3477,PATT0001160,0.001,0.6502454826307686,0.6505410737777308
3478,PATT0001160,0.01,0.6563357413102084,0.6527146451616495
3479,PATT0001160,0.1,0.7268061871145145,0.7212333050472739
3480,PATT0001161,0.001,0.6860384633907773,0.685528166644304
3481,PATT0001161,0.01,0.6926844108701352,0.6889249560883293
3482,PATT0001161,0.1,0.7668925517801323,0.7606225553865984
3483,PATT0001162,0.001,0.6548102246192485,0.6535137534810476
3484,PATT0001162,0.01,0.6614917342037192,0.6567817820506552
3485,PATT0001162,0.1,0.7484425768512346,0.7419838411452985
3486,PATT0001163,0.001,0.6975063232449776,0.69560988697512
3487,PATT0001163,0.01,0.7040812121474487,0.6991834233447759
3488,PATT0001163,0.1,0.770373207503973,0.7645199404375842
3489,PATT0001164,0.001,0.6506476007257663,0.650534948590403
3490,PATT0001164,0.01,0.6564988016689277,0.6523913766487781
3491,PATT0001164,0.1,0.7268061871145145,0.7212333050472739
3492,PATT0001165,0.001,0.6871434813064882,0.6868451262208528
3493,PATT0001165,0.01,0.6935186086830898,0.6896886677862807
3494,PATT0001165,0.1,0.7668925517801323,0.7606225553865984
3495,PATT0001166,0.001,0.6555925985673657,0.6539378678783283
3496,PATT0001166,0.01,0.6620757871488934,0.6569203357692807
3497,PATT0001166,0.1,0.7484425768512346,0.7419838411452985
3498,PATT0001167,0.001,0.6982885830406909,0.6968513252774271
3499,PATT0001167,0.01,0.7046584595191554,0.6998152223784307
3500,PATT0001167,0.1,0.770373207503973,0.7645199404375842
3501,PATT0001168,0.001,0.6461834142588876,0.6459015643179112
3502,PATT0001168,0.01,0.6523445309553711,0.6482225598744776
3503,PATT0001168,0.1,0.7268061871145145,0.7212333050472739
3504,PATT0001169,0.001,0.635237411555378,0.6348745506516871
3505,PATT0001169,0.01,0.6416394745594233,0.6374351702681306
3506,PATT0001169,0.1,0.725710606253317,0.7201060975524723
3507,PATT0001170,0.001,0.6430831050099968,0.6432016569508646
3508,PATT0001170,0.01,0.6491589576909902,0.6450737393485122
3509,PATT0001170,0.1,0.7237900174175527,0.718566303305784
3510,PATT0001171,0.001,0.6513091315232913,0.6498311641538191
3511,PATT0001171,0.01,0.6579361790183822,0.6529210406599966
3512,PATT0001171,0.1,0.7484011486841972,0.74194167912068
3513,PATT0001172,0.001,0.678522001401406,0.6769946220080755
3514,PATT0001172,0.01,0.6849517252097117,0.6801796402632878
3515,PATT0001172,0.1,0.7642197457727068,0.7582274076392808
3516,PATT0001173,0.001,0.6481174906906311,0.6469371095776251
3517,PATT0001173,0.01,0.6546694659427748,0.6499281331753854
3518,PATT0001173,0.1,0.7453398892585716,0.7391420361473366
3519,PATT0001174,0.001,0.6411125442472236,0.6425700298253825
3520,PATT0001174,0.01,0.6472359612132743,0.6451932070639547
3521,PATT0001174,0.1,0.700283776564381,0.6951006936086771
3522,PATT0001175,0.001,0.6794892139432145,0.6815911987695552
3523,PATT0001175,0.01,0.6862833997660125,0.6850147429589158
3524,PATT0001175,0.1,0.7673889177183439,0.761550422807344
3525,PATT0001176,0.001,0.6804025549340208,0.6818341821777799
3526,PATT0001176,0.01,0.6869704331548033,0.684834269880005
3527,PATT0001176,0.1,0.7673889177183439,0.761550422807344
3528,PATT0001177,0.001,0.6564053923342151,0.6589530386228022
3529,PATT0001177,0.01,0.6626551081424058,0.6615692381653488
3530,PATT0001177,0.1,0.7418554102175963,0.7368149492426733
3531,PATT0001178,0.001,0.6762212097859405,0.6779043789218725
3532,PATT0001178,0.01,0.6829189107775337,0.6810470003787586
3533,PATT0001178,0.1,0.7670606735847906,0.761203272991297
3534,PATT0001179,0.001,0.6656001289547994,0.6670813816703951
3535,PATT0001179,0.01,0.6726160018875881,0.6707122646557521
3536,PATT0001179,0.1,0.7628306280606431,0.7567939876421796
3537,PATT0001180,0.001,0.6725480848225318,0.6733738340108792
3538,PATT0001180,0.01,0.6791665832619338,0.6767297664366205
3539,PATT0001180,0.1,0.7616961660311514,0.7561694591896619
3540,PATT0001181,0.001,0.6579414494840832,0.661741819456596
3541,PATT0001181,0.01,0.66457732363718,0.6655090429402465
3542,PATT0001181,0.1,0.7192754198055615,0.7156266010581469
3543,PATT0001182,0.001,0.6584580819018016,0.6626114166495678
3544,PATT0001182,0.01,0.6648234623460527,0.6656302819304902
3545,PATT0001182,0.1,0.7192754198055615,0.7156266010581469
3546,PATT0001183,0.001,0.6269578891142047,0.6289256541958764
3547,PATT0001183,0.01,0.6330967442937611,0.631365479952096
3548,PATT0001183,0.1,0.6830129276987619,0.6782885606655641
3549,PATT0001184,0.001,0.6518145515601701,0.6545140926884974
3550,PATT0001184,0.01,0.6583839528281288,0.657923916437911
3551,PATT0001184,0.1,0.7179531038454118,0.7141432542855722
3552,PATT0001185,0.001,0.6310625501493218,0.6320830646445662
3553,PATT0001185,0.01,0.6377427206211053,0.635360901563591
3554,PATT0001185,0.1,0.7051325707442946,0.7006712215039411
3555,PATT0001186,0.001,0.652634509851608,0.6555156137549262
3556,PATT0001186,0.01,0.6591976217532814,0.6591254235248803
3557,PATT0001186,0.1,0.7174101990766399,0.7138281671701142
3558,PATT0001187,0.001,0.6965811199596434,0.6996302594695805
3559,PATT0001187,0.01,0.7035409505751229,0.703366853461504
3560,PATT0001187,0.1,0.7856132861061041,0.7805011706562496
3561,PATT0001188,0.001,0.6647009210815258,0.6680938896348583
3562,PATT0001188,0.01,0.6713471633063014,0.6711524900693052
3563,PATT0001188,0.1,0.7501705244313573,0.7453397971388209
3564,PATT0001189,0.001,0.6903519967831394,0.6935650705506679
3565,PATT0001189,0.01,0.6974719415312678,0.6974890961403784
3566,PATT0001189,0.1,0.7846937052645915,0.779536742926177
3567,PATT0001190,0.001,0.670751080531901,0.6730947652282068
3568,PATT0001190,0.01,0.6780394293377938,0.6771943416181566
3569,PATT0001190,0.1,0.7741768025930141,0.7686702047712912
3570,PATT0001191,0.001,0.6872216880274572,0.6898758699545994
3571,PATT0001191,0.01,0.6942868435990115,0.6936893423248182
3572,PATT0001191,0.1,0.7794714017370429,0.7746765945873362
3573,PATT0001192,0.001,0.6650403622963633,0.6675327015595969
3574,PATT0001192,0.01,0.671502223455259,0.6702267571940047
3575,PATT0001192,0.1,0.7501705244313573,0.7453397971388209
3576,PATT0001193,0.001,0.6915814311856122,0.6945483319211402
3577,PATT0001193,0.01,0.6984432065871163,0.6979970682068557
3578,PATT0001193,0.1,0.7846937052645915,0.779536742926177
3579,PATT0001194,0.001,0.6715920900370219,0.6730995736148592
3580,PATT0001194,0.01,0.6786858038272697,0.6767244918436071
3581,PATT0001194,0.1,0.7741768025930141,0.7686702047712912
3582,PATT0001195,0.001,0.6881944878704511,0.6908570056390392
3583,PATT0001195,0.01,0.6949892474348505,0.694207598946553
3584,PATT0001195,0.1,0.7794714017370429,0.7746765945873362
3585,PATT0001196,0.001,0.6631241583195447,0.6662495300268029
3586,PATT0001196,0.01,0.6696985922113994,0.6691422417859461
3587,PATT0001196,0.1,0.7501705244313573,0.7453397971388209
3588,PATT0001197,0.001,0.6549879443870023,0.6577844857032303
3589,PATT0001197,0.01,0.6619541341613883,0.661044481452352
3590,PATT0001197,0.1,0.7493266819320311,0.7444750823043813
3591,PATT0001198,0.001,0.6566321679910586,0.6597641706493169
3592,PATT0001198,0.01,0.6632416536646629,0.6623470183153185
3593,PATT0001198,0.1,0.742645809323787,0.738274074366807
3594,PATT0001199,0.001,0.6696671919382338,0.6718609780991782
3595,PATT0001199,0.01,0.6768657732226245,0.6756066806429104
3596,PATT0001199,0.1,0.7740170400304005,0.7685016354160475
3597,PATT0001200,0.001,0.6824319151628438,0.6850703805721947
3598,PATT0001200,0.01,0.6894184378840279,0.688683304770808
3599,PATT0001200,0.1,0.7784253484502657,0.7735809360623812
3600,PATT0001201,0.001,0.6632021035905239,0.665587045201815
3601,PATT0001201,0.01,0.6702658522648426,0.6691855635246692
3602,PATT0001201,0.1,0.7668574665153867,0.7616316516084183
3603,PATT0001202,0.001,0.6561486236068473,0.6564495276579256
3604,PATT0001202,0.01,0.6620061248889888,0.6588907679198754
3605,PATT0001202,0.1,0.7021437310966581,0.6968513891505838
3606,PATT0001203,0.001,0.6566607641092256,0.6568976287931085
3607,PATT0001203,0.01,0.6623377226232796,0.6589333973933156
3608,PATT0001203,0.1,0.7021437310966581,0.6968513891505838
3609,PATT0001204,0.001,0.6206563423172925,0.6208761870918755
3610,PATT0001204,0.01,0.6262517638860788,0.6225947140282888
3611,PATT0001204,0.1,0.6757643227436714,0.6704060199161616
3612,PATT0001205,0.001,0.6453224584563437,0.6442014612241872
3613,PATT0001205,0.01,0.6512383995606253,0.6467691561736623
3614,PATT0001205,0.1,0.7010598011877355,0.6956852262889488
3615,PATT0001206,0.001,0.6289167026355653,0.62774078166869
3616,PATT0001206,0.01,0.6352376297915543,0.6303758619136923
3617,PATT0001206,0.1,0.6937331381900957,0.6881125523406857
3618,PATT0001207,0.001,0.651222213040487,0.6493634587412724
3619,PATT0001207,0.01,0.6570008012969715,0.6522888182763226
3620,PATT0001207,0.1,0.7008524849229518,0.6956150122893962
3621,PATT0001208,0.001,0.6980853695302704,0.6987007265726567
3622,PATT0001208,0.01,0.7046468258760906,0.7016848391826314
3623,PATT0001208,0.1,0.7694212891443876,0.7634507649656412
3624,PATT0001209,0.001,0.6580553376727448,0.660578820874841
3625,PATT0001209,0.01,0.6642544522171715,0.6630736736132807
3626,PATT0001209,0.1,0.7418554030456206,0.7368149503558029
3627,PATT0001210,0.001,0.6862741359273368,0.6872831263054482
3628,PATT0001210,0.01,0.6930554465265478,0.6905924502879989
3629,PATT0001210,0.1,0.7683865607629786,0.7623960967521634
3630,PATT0001211,0.001,0.6698695041750062,0.6706532379030224
3631,PATT0001211,0.01,0.6768210739891373,0.674215718379385
3632,PATT0001211,0.1,0.7628306567753129,0.7567940180570513
3633,PATT0001212,0.001,0.6886692738652767,0.6876168392535532
3634,PATT0001212,0.01,0.695383863094677,0.691238406644489
3635,PATT0001212,0.1,0.7636989890962604,0.7580305419912213
3636,PATT0001213,0.001,0.6581492968094537,0.65948359220078
3637,PATT0001213,0.01,0.6641717630486131,0.6616520383594191
3638,PATT0001213,0.1,0.7418554030456206,0.7368149503558029
3639,PATT0001214,0.001,0.6875460986581484,0.687786797620262
3640,PATT0001214,0.01,0.6940581813959426,0.6906834229299825
3641,PATT0001214,0.1,0.7683865607629786,0.7623960967521634
3642,PATT0001215,0.001,0.6704977528172081,0.6701110289643265
3643,PATT0001215,0.01,0.6772658566458659,0.6732948638964869
3644,PATT0001215,0.1,0.7628306567753129,0.7567940180570513
3645,PATT0001216,0.001,0.6895422396743357,0.6879598645956417
3646,PATT0001216,0.01,0.6959915392392869,0.6911962905542712
3647,PATT0001216,0.1,0.7636989890962604,0.7580305419912213
3648,PATT0001217,0.001,0.6556376362499545,0.6576718871931769
3649,PATT0001217,0.01,0.6617891629661016,0.6600346882038488
3650,PATT0001217,0.1,0.7418554030456206,0.7368149503558029
3651,PATT0001218,0.001,0.6516488718030795,0.65362928141625
3652,PATT0001218,0.01,0.6582933523969767,0.6565343072981804
3653,PATT0001218,0.1,0.7418554030456206,0.7368149503558029
3654,PATT0001219,0.001,0.6505252913735246,0.652089762840679
3655,PATT0001219,0.01,0.6566434535044277,0.6544826389088186
3656,PATT0001219,0.1,0.7347706921514737,0.7301303073634321
3657,PATT0001220,0.001,0.667215865909554,0.6675993141631297
3658,PATT0001220,0.01,0.6741062280313893,0.6709321113008255
3659,PATT0001220,0.1,0.7628306805147328,0.7567940407688704
3660,PATT0001221,0.001,0.678618405145023,0.6778919498031071
3661,PATT0001221,0.01,0.6852295486191261,0.6812297070920642
3662,PATT0001221,0.1,0.762698205146702,0.7570173117314335
3663,PATT0001222,0.001,0.6621510887697729,0.6622482626191791
3664,PATT0001222,0.01,0.6689947990339716,0.6656829199137526
3665,PATT0001222,0.1,0.756117453165687,0.750354400282582
3666,PATT0001223,0.001,0.684174014312568,0.6875826361666572
3667,PATT0001223,0.01,0.690278041994241,0.6902998980877977
3668,PATT0001223,0.1,0.7260066682673133,0.7221780593039464
3669,PATT0001224,0.001,0.6297162120173552,0.6312001260347935
3670,PATT0001224,0.01,0.6356307797891566,0.6333718238175833
3671,PATT0001224,0.1,0.6830131472483756,0.6782887918636775
3672,PATT0001225,0.001,0.664397431417391,0.6655467808791291
3673,PATT0001225,0.01,0.6708484797048143,0.6690789066113405
3674,PATT0001225,0.1,0.7212182399701117,0.7170597473633592
3675,PATT0001226,0.001,0.635465522046176,0.6353303409944093
3676,PATT0001226,0.01,0.6420361265924752,0.6384344891886604
3677,PATT0001226,0.1,0.7055853852233022,0.7010633910759242
3678,PATT0001227,0.001,0.676405596606829,0.6771396959346885
3679,PATT0001227,0.01,0.6826387070717556,0.680832834049611
3680,PATT0001227,0.1,0.7241778235067072,0.7204171712669614
3681,PATT0001228,0.001,0.629858633663112,0.630968450949447
3682,PATT0001228,0.01,0.6355345762290918,0.6328649124187676
3683,PATT0001228,0.1,0.6830131472483756,0.6782887918636775
3684,PATT0001229,0.001,0.6655968023469643,0.6669522042688435
3685,PATT0001229,0.01,0.6718217658196698,0.6699410472186659
3686,PATT0001229,0.1,0.7212182399701117,0.7170597473633592
3687,PATT0001230,0.001,0.6358685894903665,0.6356493116507315
3688,PATT0001230,0.01,0.6422677099864109,0.6383565330562933
3689,PATT0001230,0.1,0.7055853852233022,0.7010633910759242
3690,PATT0001231,0.001,0.6771488063428256,0.6783248874683772
3691,PATT0001231,0.01,0.6832138649547489,0.6814025559223936
3692,PATT0001231,0.1,0.7241778235067072,0.7204171712669614
3693,PATT0001232,0.001,0.6261268006457397,0.6265950170450961
3694,PATT0001232,0.01,0.6321177935214095,0.6290005518673721
3695,PATT0001232,0.1,0.6830131472483756,0.6782887918636775
3696,PATT0001233,0.001,0.6172582565961447,0.6174663712694052
3697,PATT0001233,0.01,0.6236205927784861,0.6201631491441505
3698,PATT0001233,0.1,0.6817276651456337,0.6769859523959213
3699,PATT0001234,0.001,0.6240765223120305,0.6248739705140858
3700,PATT0001234,0.01,0.6299986469214144,0.6271726895925592
3701,PATT0001234,0.1,0.6807999962862152,0.6761814293402845
3702,PATT0001235,0.001,0.6322100740855254,0.6316212084745334
3703,PATT0001235,0.01,0.6388318729618022,0.6346979982215115
3704,PATT0001235,0.1,0.7052913504701586,0.7007446111624204
3705,PATT0001236,0.001,0.6590634090107018,0.6589222659468268
3706,PATT0001236,0.01,0.6653255781860662,0.6624030310152538
3707,PATT0001236,0.1,0.7191888345819643,0.7151018955595243
3708,PATT0001237,0.001,0.6304683708218403,0.6298489403516786
3709,PATT0001237,0.01,0.6369754646616538,0.6330783993818484
3710,PATT0001237,0.1,0.703061712371891,0.6985863241814149
3711,PATT0001238,0.001,0.6679488972557289,0.670201963718539
3712,PATT0001238,0.01,0.6742895734761593,0.6727211575370322
3713,PATT0001238,0.1,0.7501703623471759,0.7453395922239313
3714,PATT0001239,0.001,0.7071528536587465,0.7093417317941365
3715,PATT0001239,0.01,0.7140459334140185,0.7131260245667733
3716,PATT0001239,0.1,0.7889160596191185,0.7833835657073795
3717,PATT0001240,0.001,0.6767826858434296,0.6773409583536197
3718,PATT0001240,0.01,0.683912616708466,0.6810054406351582
3719,PATT0001240,0.1,0.774967540649459,0.7693626628094561
3720,PATT0001241,0.001,0.7148021695965375,0.7151575196439404
3721,PATT0001241,0.01,0.7217133795871982,0.7190906498310233
3722,PATT0001241,0.1,0.7871020247922373,0.7819746580702837
3723,PATT0001242,0.001,0.6644649134804298,0.6673036966377442
3724,PATT0001242,0.01,0.6710639387723141,0.670221778479688
3725,PATT0001242,0.1,0.7501703623471759,0.7453395922239313
3726,PATT0001243,0.001,0.6551810682291285,0.6577336374756747
3727,PATT0001243,0.01,0.6620862122665481,0.6609948900422866
3728,PATT0001243,0.1,0.7493267199775638,0.7444751307934819
3729,PATT0001244,0.001,0.6590433938560308,0.6616563710344918
3730,PATT0001244,0.01,0.6656237896666237,0.664271360319605
3731,PATT0001244,0.1,0.7426456563763153,0.7382738723263746
3732,PATT0001245,0.001,0.673020888212961,0.674402765236629
3733,PATT0001245,0.01,0.6802577473025502,0.6782950424597065
3734,PATT0001245,0.1,0.774552104919544,0.7689373436561376
3735,PATT0001246,0.001,0.6964842731142974,0.6976001938740666
3736,PATT0001246,0.01,0.7034984494091339,0.7016195294430165
3737,PATT0001246,0.1,0.7824451760930019,0.77724579978215
3738,PATT0001247,0.001,0.6676811756074112,0.6691060190658863
3739,PATT0001247,0.01,0.6748567879521528,0.6728553524346155
3740,PATT0001247,0.1,0.7674141414857465,0.7621126669162804
3741,PATT0001248,0.001,0.6649742755231768,0.6669008702316188
3742,PATT0001248,0.01,0.6713377530871738,0.6694634787976959
3743,PATT0001248,0.1,0.7501703623471759,0.7453395922239313
3744,PATT0001249,0.001,0.6554078661294962,0.6567149735774626
3745,PATT0001249,0.01,0.6621389464114521,0.6596021306823125
3746,PATT0001249,0.1,0.7493267199775638,0.7444751307934819
3747,PATT0001250,0.001,0.6595266261114935,0.661501544909004
3748,PATT0001250,0.01,0.6658517826934293,0.6638333910345766
3749,PATT0001250,0.1,0.7426456563763153,0.7382738723263746
3750,PATT0001251,0.001,0.6738916864417835,0.6743585825018785
3751,PATT0001251,0.01,0.6809170810346032,0.6778028540842143
3752,PATT0001251,0.1,0.774552104919544,0.7689373436561376
3753,PATT0001252,0.001,0.6977910853132142,0.6988869330948186
3754,PATT0001252,0.01,0.7045041673094405,0.7024317685197754
3755,PATT0001252,0.1,0.7824451760930019,0.77724579978215
3756,PATT0001253,0.001,0.6685772726449655,0.6693523363170983
3757,PATT0001253,0.01,0.6755188054827537,0.6727507868016407
3758,PATT0001253,0.1,0.7674141414857465,0.7621126669162804
3759,PATT0001254,0.001,0.6541528547424389,0.6565477304761917
3760,PATT0001254,0.01,0.661035635078232,0.6595495513038271
3761,PATT0001254,0.1,0.7493267199775638,0.7444751307934819
3762,PATT0001255,0.001,0.6560819541290398,0.6586343715768502
3763,PATT0001255,0.01,0.6626382109399231,0.6612313513501882
3764,PATT0001255,0.1,0.7426456563763153,0.7382738723263746
3765,PATT0001256,0.001,0.647508105457055,0.650234528043729
3766,PATT0001256,0.01,0.6544034818755411,0.6531016624106317
3767,PATT0001256,0.1,0.7418390077438728,0.7374428552232135
3768,PATT0001257,0.001,0.6647185572415808,0.6660452862286168
3769,PATT0001257,0.01,0.6717557349725171,0.6695400376936846
3770,PATT0001257,0.1,0.7671146038033779,0.7618066263795331
3771,PATT0001258,0.001,0.6898759818348611,0.6855957731561827
3772,PATT0001258,0.01,0.694111191523221,0.6874747906354964
3773,PATT0001258,0.1,0.7450630647821694,0.7385493989661684
3774,PATT0001259,0.001,0.6475582477061774,0.6461255701115811
3775,PATT0001259,0.01,0.6516665404558354,0.6477642142155087
3776,PATT0001259,0.1,0.7022058884240006,0.6978632306079268
3777,PATT0001260,0.001,0.6960145286773683,0.6934075172472055
3778,PATT0001260,0.01,0.7005532957644472,0.6954818571515269
3779,PATT0001260,0.1,0.7564646781889333,0.750659016560936
3780,PATT0001261,0.001,0.698093457389955,0.6948935868190592
3781,PATT0001261,0.01,0.7024275411847989,0.6969213245010548
3782,PATT0001261,0.1,0.7564646781889333,0.750659016560936
3783,PATT0001262,0.001,0.6798411828912093,0.6769518219985534
3784,PATT0001262,0.01,0.6837769713215113,0.6785003619256753
3785,PATT0001262,0.1,0.7253700234418536,0.7198988582179597
3786,PATT0001263,0.001,0.6973260707084695,0.6941804842771524
3787,PATT0001263,0.01,0.7016828726032156,0.6960795528984074
3788,PATT0001263,0.1,0.7561766803265189,0.7503543920658409
3789,PATT0001264,0.001,0.6843540445115214,0.6820603326287368
3790,PATT0001264,0.01,0.6887138189247527,0.6840947342924606
3791,PATT0001264,0.1,0.7446050731233504,0.7383335411418215
3792,PATT0001265,0.001,0.6856266721704344,0.6841277461606377
3793,PATT0001265,0.01,0.6902048375403607,0.6860929006917691
3794,PATT0001265,0.1,0.7538017416182576,0.7482434253821235
3795,PATT0001266,0.001,0.6406944355388923,0.6373529959878537
3796,PATT0001266,0.01,0.6447585714508274,0.6387442603473006
3797,PATT0001266,0.1,0.6938518405998794,0.6884916530135186
3798,PATT0001267,0.001,0.6889985389316527,0.6852207192573556
3799,PATT0001267,0.01,0.6934074014801757,0.686983326293904
3800,PATT0001267,0.1,0.7482811192346294,0.7415239366129142
3801,PATT0001268,0.001,0.6908869977040829,0.6863850199767502
3802,PATT0001268,0.01,0.695074268288494,0.6880446663304693
3803,PATT0001268,0.1,0.7482811192346294,0.7415239366129142
3804,PATT0001269,0.001,0.674466685777277,0.6704022853323047
3805,PATT0001269,0.01,0.6781913519245789,0.6716998653102169
3806,PATT0001269,0.1,0.7191260189523937,0.7132348612902492
3807,PATT0001270,0.001,0.6897509632538129,0.6852143007542242
3808,PATT0001270,0.01,0.6938860403206073,0.6867378380733776
3809,PATT0001270,0.1,0.7474317030067019,0.7406627057038635
3810,PATT0001271,0.001,0.6794144781189142,0.6757756697078646
3811,PATT0001271,0.01,0.6835263810464761,0.6773349643250548
3812,PATT0001271,0.1,0.738227812895673,0.731262868745733
3813,PATT0001272,0.001,0.6795429684840814,0.6760214362288782
3814,PATT0001272,0.01,0.68404378933087,0.6778149740125644
3815,PATT0001272,0.1,0.7460910655093643,0.7395617906980523
3816,PATT0001273,0.001,0.6500100741365821,0.6482743640809193
3817,PATT0001273,0.01,0.6544995946547226,0.6502558068212003
3818,PATT0001273,0.1,0.7076804586493319,0.7029989693907275
3819,PATT0001274,0.001,0.6509063720103225,0.6492189084791977
3820,PATT0001274,0.01,0.6551490451233156,0.6508503608343756
3821,PATT0001274,0.1,0.7076804586493319,0.7029989693907275
3822,PATT0001275,0.001,0.6286659964367903,0.6262648524694955
3823,PATT0001275,0.01,0.6321880476745386,0.6273828045345037
3824,PATT0001275,0.1,0.6717985622316092,0.6668946351675649
3825,PATT0001276,0.001,0.6474718760038255,0.6448079933621539
3826,PATT0001276,0.01,0.6516964382715827,0.6462252532541543
3827,PATT0001276,0.1,0.7046182056869664,0.6997531500382942
3828,PATT0001277,0.001,0.63194502882814,0.6299380824697394
3829,PATT0001277,0.01,0.6361291907811848,0.6313364477316388
3830,PATT0001277,0.1,0.69133484467673,0.6863420197235865
3831,PATT0001278,0.001,0.64362015774884,0.6418507130982124
3832,PATT0001278,0.01,0.6481493627795379,0.6437184605470839
3833,PATT0001278,0.1,0.7071713943420335,0.7025178474682866
3834,PATT0001279,0.001,0.6990691294554625,0.6964890590034816
3835,PATT0001279,0.01,0.7036587386457123,0.6984122031103899
3836,PATT0001279,0.1,0.762764826096829,0.7565456956111235
3837,PATT0001280,0.001,0.6771268156243917,0.6743506173023633
3838,PATT0001280,0.01,0.6811521839314691,0.6759190183806992
3839,PATT0001280,0.1,0.7253701575255717,0.7198989384135985
3840,PATT0001281,0.001,0.6963334284277327,0.6934618426160654
3841,PATT0001281,0.01,0.7008741541746688,0.6952767054651946
3842,PATT0001281,0.1,0.7597881797028199,0.7535073573573448
3843,PATT0001282,0.001,0.6815760182373798,0.6794511985998849
3844,PATT0001282,0.01,0.685969010138876,0.6814109376790016
3845,PATT0001282,0.1,0.7455161971202887,0.7390919695041498
3846,PATT0001283,0.001,0.6866315107845858,0.685372753561157
3847,PATT0001283,0.01,0.6914555300809866,0.6871712363967926
3848,PATT0001283,0.1,0.7599093521729834,0.7539567683767234
3849,PATT0001284,0.001,0.6786802597068006,0.6752530153135319
3850,PATT0001284,0.01,0.6825039173875915,0.6766198900630122
3851,PATT0001284,0.1,0.7253701575255717,0.7198989384135985
3852,PATT0001285,0.001,0.6986458795295303,0.69520948978037
3853,PATT0001285,0.01,0.7029434275952828,0.6969154765882299
3854,PATT0001285,0.1,0.7597881797028199,0.7535073573573448
3855,PATT0001286,0.001,0.6834470124852775,0.6806280153579254
3856,PATT0001286,0.01,0.6876173303003731,0.6823563399611474
3857,PATT0001286,0.1,0.7455161971202887,0.7390919695041498
3858,PATT0001287,0.001,0.6886599599642024,0.6870565152206046
3859,PATT0001287,0.01,0.6932442945690769,0.6888470624644557
3860,PATT0001287,0.1,0.7599093521729834,0.7539567683767234
3861,PATT0001288,0.001,0.6794416861086647,0.6764013764158058
3862,PATT0001288,0.01,0.6832655356584187,0.6777604724286974
3863,PATT0001288,0.1,0.7253701575255717,0.7198989384135985
3864,PATT0001289,0.001,0.6738946507584497,0.6714776553536611
3865,PATT0001289,0.01,0.6780014233102367,0.67270667046663
3866,PATT0001289,0.1,0.724913309275634,0.7194241307576459
3867,PATT0001290,0.001,0.6666229014430151,0.6654276399637241
3868,PATT0001290,0.01,0.670888499781859,0.6667354813432078
3869,PATT0001290,0.1,0.7221002978530271,0.7169817054017962
3870,PATT0001291,0.001,0.6839200568351615,0.6815874275122988
3871,PATT0001291,0.01,0.6881084525391269,0.6831798499966557
3872,PATT0001291,0.1,0.7455162612498577,0.7390920356368668
3873,PATT0001292,0.001,0.6860974364224879,0.6842425187190649
3874,PATT0001292,0.01,0.6906319317596687,0.6859083907238406
3875,PATT0001292,0.1,0.7568274928636938,0.7508191332390668
3876,PATT0001293,0.001,0.6718291133206589,0.6712295198702529
3877,PATT0001293,0.01,0.6763564251600761,0.6728720921802177
3878,PATT0001293,0.1,0.7422829827431218,0.7361091459341925
3879,PATT0001294,0.001,0.6620529690439503,0.6599474728214513
3880,PATT0001294,0.01,0.6662002332899819,0.6611083304537738
3881,PATT0001294,0.1,0.6999285701704304,0.6946933074795809
3882,PATT0001295,0.001,0.7256012995078349,0.7264507689136632
3883,PATT0001295,0.01,0.7301336239031551,0.7279812010557342
3884,PATT0001295,0.1,0.7687942985336701,0.7630436096844218
3885,PATT0001296,0.001,0.7257646223512022,0.7253893107658671
3886,PATT0001296,0.01,0.7300147630440021,0.726728811216077
3887,PATT0001296,0.1,0.7687942985336701,0.7630436096844218
3888,PATT0001297,0.001,0.7132388078181262,0.7135966768314137
3889,PATT0001297,0.01,0.7176296481607648,0.7148062274922976
3890,PATT0001297,0.1,0.7438016972413197,0.7388775071642085
3891,PATT0001298,0.001,0.7285120158266294,0.7286755299379949
3892,PATT0001298,0.01,0.7328496988892552,0.7300689051136109
3893,PATT0001298,0.1,0.7684890707882983,0.7627209497620012
3894,PATT0001299,0.001,0.7203747390281742,0.7213639869659686
3895,PATT0001299,0.01,0.725102809020951,0.7227959164547764
3896,PATT0001299,0.1,0.7641846589144438,0.7582326987991628
3897,PATT0001300,0.001,0.7111811655396092,0.7116825277740001
3898,PATT0001300,0.01,0.7158013631471564,0.7132778474944043
3899,PATT0001300,0.1,0.7623775531233152,0.7569093136514629
3900,PATT0001301,0.001,0.6705786774874345,0.6691036986014594
3901,PATT0001301,0.01,0.6750167403438938,0.6709221193875162
3902,PATT0001301,0.1,0.7118990137707478,0.7074348188793352
3903,PATT0001302,0.001,0.670435105271835,0.6691635931165082
3904,PATT0001302,0.01,0.674634793218319,0.670632906082868
3905,PATT0001302,0.1,0.7118990137707478,0.7074348188793352
3906,PATT0001303,0.001,0.6510087871852445,0.6490188098058044
3907,PATT0001303,0.01,0.6548335054177462,0.650144841154905
3908,PATT0001303,0.1,0.6819180151556103,0.6770724727958118
3909,PATT0001304,0.001,0.6704785582502079,0.6685926049550192
3910,PATT0001304,0.01,0.6746533948833598,0.6699714443037619
3911,PATT0001304,0.1,0.7111535724566039,0.7065992348219109
3912,PATT0001305,0.001,0.6562200425043407,0.6549552930597172
3913,PATT0001305,0.01,0.6604971691772863,0.6563135267880803
